COUNTY_,NAME,MUNICIPAL_CODE,STATE,COUNTY,LOCAL,TOTAL
ORANGE            ,TOWN OF BLOOMING GROVE        ,3330780,"$244,801.00","$10,770.00","$323,091.25","$578,662.25"
ORANGE            ,TOWN OF CHESTER               ,3331570,"$264,660.00","$9,450.00","$253,525.00","$527,635.00"
ORANGE            ,TOWN OF CORNWALL              ,3332020,"$142,280.00","$8,832.00","$154,169.50","$305,281.50"
ORANGE            ,TOWN OF CRAWFORD              ,3332090,"$164,869.50","$5,129.00","$231,777.00","$401,775.50"
ORANGE            ,TOWN OF DEERPARK              ,3332240,"$109,281.71","$2,510.00","$70,112.50","$181,904.21"
ORANGE            ,TOWN OF GOSHEN                ,3333330,"$48,284.00","$2,610.00","$170,725.00","$221,619.00"
ORANGE            ,TOWN OF GREENVILLE            ,3333480,"$137,410.00","$5,140.00","$99,155.00","$241,705.00"
ORANGE            ,TOWN OF HAMPTONBURGH          ,3333670,"$9,892.00","$2,895.00","$15,934.11","$28,721.11"
ORANGE            ,TOWN OF HIGHLANDS             ,3333920,"$96,342.00","$8,135.00","$104,014.00","$208,491.00"
ORANGE            ,TOWN OF MINISINK              ,3335390,"$31,700.00","$3,830.00","$22,912.50","$58,442.50"
ORANGE            ,TOWN OF MONROE                ,3335420,"$109,491.00","$16,471.00","$373,402.00","$499,364.00"
ORANGE            ,TOWN OF MONTGOMERY            ,3335450,"$107,203.00","$11,597.00","$244,757.75","$363,557.75"
ORANGE            ,TOWN OF MOUNT HOPE            ,3335540,"$18,362.50","$2,486.00","$30,074.00","$50,922.50"
ORANGE            ,TOWN OF NEW WINDSOR           ,3335830,"$243,464.00","$25,530.45","$199,229.90","$468,224.35"
ORANGE            ,TOWN OF NEWBURGH              ,3335690,"$634,204.66","$55,546.50","$470,651.47","$1,160,402.63"
ORANGE            ,TOWN OF PALM TREE,3336365,$0.00,$0.00,$0.00,$0.00
ORANGE            ,TOWN OF TUXEDO                ,3338400,"$216,033.00","$8,637.50","$571,574.00","$796,244.50"
ORANGE            ,TOWN OF WALLKILL              ,3338650,"$1,173,541.24","$78,814.01","$1,151,580.15","$2,403,935.40"
ORANGE            ,TOWN OF WARWICK               ,3338730,"$40,701.00","$13,355.00","$17,572.00","$71,628.00"
ORANGE            ,TOWN OF WAWAYANDA             ,3338810,"$300,351.00","$10,362.00","$335,624.50","$646,337.50"
ORANGE            ,TOWN OF WOODBURY              ,3339230,"$217,135.00","$18,625.00","$578,683.00","$814,443.00"
ORANGE            ,VILLAGE OF CHESTER            ,3340970,"$63,784.00","$1,670.00","$64,077.00","$129,531.00"
ORANGE            ,VILLAGE OF FLORIDA            ,3341720,"$13,336.00","$4,480.00","$16,809.00","$34,625.00"
ORANGE            ,VILLAGE OF GOSHEN             ,3341950,"$72,104.00","$10,102.50","$82,283.50","$164,490.00"
ORANGE            ,VILLAGE OF GREENWOOD LAKE     ,3342070,"$76,501.00","$2,765.00","$95,418.00","$174,684.00"
ORANGE            ,VILLAGE OF HARRIMAN           ,3342160,"$34,877.00",-$10.00,"$97,360.00","$132,227.00"
ORANGE            ,VILLAGE OF MAYBROOK           ,3343000,"$6,150.00",$820.00,"$8,485.00","$15,455.00"
ORANGE            ,VILLAGE OF MONROE             ,3343180,"$158,046.00","$24,659.00","$235,003.25","$417,708.25"
ORANGE            ,VILLAGE OF MONTGOMERY         ,3343190,"$22,342.75","$1,880.00","$7,237.75","$31,460.50"
ORANGE            ,VILLAGE OF TUXEDO PARK        ,3344955,"$3,920.00",$0.00,"$8,217.00","$12,137.00"
ORANGE            ,VILLAGE OF UNIONVILLE         ,3344980,"$1,799.00",$0.00,"$2,889.00","$4,688.00"
ORANGE            ,VILLAGE OF WALDEN             ,3345110,"$30,978.00","$1,560.00","$60,874.50","$93,412.50"
ORANGE            ,VILLAGE OF WARWICK            ,3345160,"$17,535.85","$9,948.00","$86,656.20","$114,140.05"
ORANGE            ,VILLAGE OF WASHINGTONVILLE    ,3345170,"$43,579.00","$1,440.00","$70,877.00","$115,896.00"
ORLEANS           ,TOWN OF ALBION                ,3430050,"$16,467.00","$7,020.00","$10,608.00","$34,095.00"
ORLEANS           ,TOWN OF BARRE                 ,3430520,"$15,772.00","$1,430.00","$18,643.50","$35,845.50"
ORLEANS           ,TOWN OF CARLTON               ,3431280,"$12,366.25","$1,490.00","$11,338.75","$25,195.00"
ORLEANS           ,TOWN OF CLARENDON             ,3431650,"$10,913.50",-$10.00,"$8,648.50","$19,552.00"
ORLEANS           ,TOWN OF GAINES                ,3433100,"$7,674.00","$1,448.00","$9,408.25","$18,530.25"
ORLEANS           ,TOWN OF KENDALL               ,3434350,"$7,498.00",$560.00,"$4,895.00","$12,953.00"
ORLEANS           ,TOWN OF MURRAY                ,3435570,"$29,432.00","$6,185.00","$12,225.50","$47,842.50"
ORLEANS           ,TOWN OF RIDGEWAY              ,3437130,"$21,855.75","$3,272.50","$14,129.75","$39,258.00"
ORLEANS           ,TOWN OF SHELBY                ,3437710,"$21,949.75","$5,269.25","$23,562.25","$50,781.25"
ORLEANS           ,TOWN OF YATES                 ,3439290,"$3,507.00",$788.00,"$2,537.50","$6,832.50"
OSWEGO            ,TOWN OF ALBION                ,3530060,"$18,788.00","$2,110.00","$12,502.50","$33,400.50"
OSWEGO            ,TOWN OF AMBOY                 ,3530170,"$11,063.50","$1,287.00","$10,599.50","$22,950.00"
OSWEGO            ,TOWN OF BOYLSTON              ,3530850,$726.50,-$10.00,$723.50,"$1,440.00"
OSWEGO            ,TOWN OF CONSTANTIA            ,3531980,"$13,721.00","$5,620.00","$9,837.00","$29,178.00"
OSWEGO            ,TOWN OF GRANBY                ,3533360,"$59,835.50","$6,100.00","$37,184.50","$103,120.00"
OSWEGO            ,TOWN OF HANNIBAL              ,3533690,"$17,431.25",$987.50,"$14,273.25","$32,692.00"
OSWEGO            ,TOWN OF HASTINGS              ,3533820,"$290,832.25","$12,114.23","$153,690.86","$456,637.34"
OSWEGO            ,TOWN OF MEXICO                ,3535250,"$24,833.00","$1,080.00","$24,035.00","$49,948.00"
OSWEGO            ,TOWN OF MINETTO               ,3535380,"$18,576.00",$990.00,"$12,005.00","$31,571.00"
OSWEGO            ,TOWN OF NEW HAVEN             ,3535750,"$11,066.00",$945.00,"$8,130.00","$20,141.00"
OSWEGO            ,TOWN OF ORWELL                ,3536190,"$2,459.00",$0.00,"$2,637.50","$5,096.50"
OSWEGO            ,TOWN OF OSWEGO                ,3536240,"$26,473.75","$4,815.00","$29,803.25","$61,092.00"
OSWEGO            ,TOWN OF PALERMO               ,3536360,"$8,836.00","$2,015.00","$8,684.00","$19,535.00"
OSWEGO            ,TOWN OF PARISH                ,3536400,"$59,354.25","$7,720.50","$31,858.25","$98,933.00"
OSWEGO            ,TOWN OF REDFIELD              ,3537020,"$3,765.53",$380.00,"$3,787.00","$7,932.53"
OSWEGO            ,TOWN OF RICHLAND              ,3537100,"$148,429.75","$6,385.00","$112,777.75","$267,592.50"
OSWEGO            ,TOWN OF SANDY CREEK           ,3537420,"$68,346.25","$2,384.50","$69,224.50","$139,955.25"
OSWEGO            ,TOWN OF SCHROEPPEL            ,3537550,"$73,925.00","$7,600.00","$50,852.00","$132,377.00"
OSWEGO            ,TOWN OF SCRIBA                ,3537620,"$26,750.00","$4,390.00","$23,336.00","$54,476.00"
OSWEGO            ,TOWN OF VOLNEY                ,3538620,"$79,340.25","$6,097.50","$48,964.75","$134,402.50"
OSWEGO            ,TOWN OF WEST MONROE           ,3538940,"$30,571.90","$5,670.00","$28,150.25","$64,392.15"
OSWEGO            ,TOWN OF WILLIAMSTOWN          ,3539110,"$3,127.25","$1,275.00","$2,501.75","$6,904.00"
OSWEGO            ,VILLAGE OF CENTRAL SQUARE     ,3540890,"$72,414.00","$2,548.50","$49,030.50","$123,993.00"
OTSEGO            ,TOWN OF BURLINGTON            ,3631020,"$4,373.25",$0.00,"$1,456.50","$5,829.75"
OTSEGO            ,TOWN OF BUTTERNUTS            ,3631060,"$2,296.00",$150.00,$831.50,"$3,277.50"
OTSEGO            ,TOWN OF CHERRY VALLEY         ,3631560,"$55,418.00","$1,805.00","$15,860.00","$73,083.00"
OTSEGO            ,TOWN OF DECATUR               ,3632220,$128.00,$0.00,$100.00,$228.00
OTSEGO            ,TOWN OF EDMESTON              ,3632560,"$4,194.00",-$10.00,"$2,110.00","$6,294.00"
OTSEGO            ,TOWN OF EXETER                ,3632780,"$6,605.00",$400.00,"$2,910.00","$9,915.00"
OTSEGO            ,TOWN OF HARTWICK              ,3633810,"$12,768.00","$1,530.00","$4,507.50","$18,805.50"
OTSEGO            ,TOWN OF LAURENS               ,3634510,"$10,526.50","$1,080.00","$3,805.00","$15,411.50"
OTSEGO            ,TOWN OF MARYLAND              ,3635170,"$56,093.25",$490.00,"$14,204.00","$70,787.25"
OTSEGO            ,TOWN OF MIDDLEFIELD           ,3635280,"$5,816.00","$1,710.00","$3,600.00","$11,126.00"
OTSEGO            ,TOWN OF MILFORD               ,3635320,"$33,043.50","$1,727.50","$13,974.00","$48,745.00"
OTSEGO            ,TOWN OF MORRIS                ,3635520,"$11,041.00",$320.00,"$3,202.50","$14,563.50"
OTSEGO            ,TOWN OF NEW LISBON            ,3635780,"$4,907.00",$690.00,"$1,783.00","$7,380.00"
OTSEGO            ,TOWN OF ONEONTA               ,3636100,"$131,318.15","$16,598.00","$52,951.25","$200,867.40"
OTSEGO            ,TOWN OF OTEGO                 ,3636250,"$150,877.25","$3,065.00","$33,117.50","$187,059.75"
OTSEGO            ,TOWN OF OTSEGO                ,3636270,"$30,080.00","$3,130.00","$73,933.10","$107,143.10"
OTSEGO            ,TOWN OF PITTSFIELD            ,3636680,"$4,569.75","$1,260.00","$1,532.75","$7,362.50"
OTSEGO            ,TOWN OF PLAINFIELD            ,3636710,"$1,741.50",$385.00,"$1,307.00","$3,433.50"
OTSEGO            ,TOWN OF RICHFIELD             ,3637080,"$88,067.25","$4,085.00","$32,945.50","$125,097.75"
OTSEGO            ,TOWN OF ROSEBOOM              ,3637230,$695.00,-$10.00,$345.00,"$1,030.00"
OTSEGO            ,TOWN OF SPRINGFIELD           ,3637960,"$16,442.50",$300.00,"$6,805.00","$23,547.50"
OTSEGO            ,TOWN OF UNADILLA              ,3638450,"$17,137.00","$5,150.00","$8,809.50","$31,096.50"
OTSEGO            ,TOWN OF WESTFORD              ,3638930,$735.00,-$10.00,$450.00,"$1,175.00"
OTSEGO            ,TOWN OF WORCESTER             ,3639260,"$100,244.00",$190.00,"$31,616.65","$132,050.65"
OTSEGO            ,VILLAGE OF RICHFIELD SPRINGS  ,3644210,"$14,633.00","$1,900.00","$10,047.00","$26,580.00"
PUTNAM            ,TOWN OF CARMEL                ,3731290,"$79,477.00","$8,361.00","$140,417.00","$228,255.00"
PUTNAM            ,TOWN OF KENT                  ,3734360,"$355,657.50","$7,847.50","$357,967.50","$721,472.50"
PUTNAM            ,TOWN OF PATTERSON             ,3736430,"$109,836.50","$3,794.10","$140,702.20","$254,332.80"
PUTNAM            ,TOWN OF PHILIPSTOWN           ,3736600,"$76,624.00","$2,024.50","$119,415.50","$198,064.00"
PUTNAM            ,TOWN OF PUTNAM VALLEY         ,3736960,"$106,714.00","$5,460.00","$186,342.50","$298,516.50"
PUTNAM            ,TOWN OF SOUTHEAST             ,3737890,"$812,126.50","$80,765.20","$1,208,064.90","$2,100,956.60"
PUTNAM            ,VILLAGE OF BREWSTER           ,3740510,"$168,249.00","$7,755.00","$370,066.00","$546,070.00"
PUTNAM            ,VILLAGE OF COLD SPRING        ,3741090,"$20,839.00",-$10.00,"$58,493.00","$79,322.00"
PUTNAM            ,VILLAGE OF NELSONVILLE        ,3743350,"$1,534.00",$15.00,"$1,850.00","$3,399.00"
RENSSELAER        ,TOWN OF BERLIN                ,3830670,"$4,967.00",$550.00,"$3,095.00","$8,612.00"
RENSSELAER        ,TOWN OF BRUNSWICK             ,3830990,"$45,966.00","$12,555.00","$101,362.00","$159,883.00"
RENSSELAER        ,TOWN OF EAST GREENBUSH        ,3832490,"$187,349.00","$10,146.50","$193,502.50","$390,998.00"
RENSSELAER        ,TOWN OF GRAFTON               ,3833350,"$5,065.00",$240.00,"$3,166.00","$8,471.00"
RENSSELAER        ,TOWN OF HOOSICK               ,3833980,"$38,662.50","$2,955.00","$20,440.00","$62,057.50"
RENSSELAER        ,TOWN OF NASSAU                ,3835610,"$10,690.00","$2,320.00","$5,832.50","$18,842.50"
RENSSELAER        ,TOWN OF NORTH GREENBUSH       ,3835950,"$97,186.75","$9,235.00","$86,664.75","$193,086.50"
RENSSELAER        ,TOWN OF PETERSBURGH           ,3836560,"$7,933.00","$1,100.00","$3,210.00","$12,243.00"
RENSSELAER        ,TOWN OF PITTSTOWN             ,3836700,"$27,026.00","$2,525.00","$27,961.50","$57,512.50"
RENSSELAER        ,TOWN OF POESTENKILL           ,3836760,"$7,636.00","$2,912.50","$8,627.50","$19,176.00"
RENSSELAER        ,TOWN OF SAND LAKE             ,3837410,"$18,478.00","$5,712.50","$26,900.50","$51,091.00"
RENSSELAER        ,TOWN OF SCHAGHTICOKE          ,3837520,"$20,404.00","$4,317.50","$14,550.50","$39,272.00"
RENSSELAER        ,TOWN OF SCHODACK              ,3837530,"$220,631.00","$11,050.00","$134,118.00","$365,799.00"
RENSSELAER        ,TOWN OF STEPHENTOWN           ,3838040,"$28,110.00","$1,590.00","$30,550.00","$60,250.00"
RENSSELAER        ,VILLAGE OF HOOSICK FALLS      ,3842380,"$9,377.00","$1,460.00","$6,988.00","$17,825.00"
RENSSELAER        ,VILLAGE OF NASSAU             ,3843330,"$17,111.00",$68.00,"$17,530.00","$34,709.00"
ROCKLAND          ,TOWN OF CLARKSTOWN            ,3931670,"$596,489.70","$32,050.21","$766,435.42","$1,394,975.33"
ROCKLAND          ,TOWN OF HAVERSTRAW            ,3933830,"$98,427.00","$7,405.00","$174,682.00","$280,514.00"
ROCKLAND          ,TOWN OF ORANGETOWN            ,3936150,"$363,129.33","$12,510.00","$457,627.25","$833,266.58"
ROCKLAND          ,TOWN OF RAMAPO                ,3936980,"$305,918.00","$21,481.00","$1,118,805.25","$1,446,204.25"
ROCKLAND          ,TOWN OF STONY POINT           ,3938130,"$129,807.75","$6,052.50","$175,247.75","$311,108.00"
ROCKLAND          ,VILLAGE OF AIRMONT            ,3940035,"$52,501.00","$3,760.00","$79,278.00","$135,539.00"
ROCKLAND          ,VILLAGE OF CHESTNUT RIDGE     ,3940975,"$78,564.00","$4,802.50","$101,519.00","$184,885.50"
ROCKLAND          ,VILLAGE OF GRAND VIEW-ON-HUDSO,3941980,"$11,156.00",$0.00,"$15,336.00","$26,492.00"
ROCKLAND          ,VILLAGE OF HAVERSTRAW         ,3942190,"$43,020.63","$3,550.00","$203,566.00","$250,136.63"
ROCKLAND          ,VILLAGE OF HILLBURN           ,3942300,"$30,860.00",$690.00,"$48,740.00","$80,290.00"
ROCKLAND          ,VILLAGE OF MONTEBELLO         ,3943185,"$25,536.00","$1,450.00","$43,320.00","$70,306.00"
ROCKLAND          ,VILLAGE OF NEW HEMPSTEAD      ,3943395,"$36,986.00","$2,012.50","$128,798.50","$167,797.00"
ROCKLAND          ,VILLAGE OF NEW SQUARE         ,3943425,"$1,194.00",$0.00,"$2,425.00","$3,619.00"
ROCKLAND          ,VILLAGE OF NYACK              ,3943570,"$17,427.88","$1,030.00","$21,787.00","$40,244.88"
ROCKLAND          ,VILLAGE OF PIERMONT           ,3943910,"$30,659.00","$2,603.00","$141,579.00","$174,841.00"
ROCKLAND          ,VILLAGE OF SLOATSBURG         ,3944650,"$45,933.00","$1,520.00","$150,285.00","$197,738.00"
ROCKLAND          ,VILLAGE OF SOUTH NYACK        ,3944740,"$39,567.00","$1,372.50","$80,432.50","$121,372.00"
ROCKLAND          ,VILLAGE OF SPRING VALLEY      ,3944780,"$95,214.17","$20,075.13","$192,591.77","$307,881.07"
ROCKLAND          ,VILLAGE OF SUFFERN            ,3944830,"$70,710.00","$5,515.31","$155,882.47","$232,107.78"
ROCKLAND          ,VILLAGE OF WESLEY HILLS       ,3945275,"$35,314.00","$1,330.00","$61,111.25","$97,755.25"
ROCKLAND          ,VILLAGE OF WEST HAVERSTRAW    ,3945320,"$20,966.00","$1,705.00","$56,915.00","$79,586.00"
SARATOGA          ,TOWN OF BALLSTON              ,4130490,"$41,767.00","$4,620.00","$41,977.00","$88,364.00"
SARATOGA          ,TOWN OF CHARLTON              ,4131470,"$34,244.00",$970.00,"$35,031.00","$70,245.00"
SARATOGA          ,TOWN OF CLIFTON PARK          ,4131740,"$381,040.82","$22,379.00","$332,799.00","$736,218.82"
SARATOGA          ,TOWN OF CORINTH               ,4132000,"$30,509.75","$6,654.00","$13,611.75","$50,775.50"
SARATOGA          ,TOWN OF DAY                   ,4132200,"$1,333.00",$30.00,$685.00,"$2,048.00"
SARATOGA          ,TOWN OF EDINBURG              ,4132550,"$2,694.00",$260.00,"$2,624.00","$5,578.00"
SARATOGA          ,TOWN OF GALWAY                ,4133140,"$10,645.00","$1,820.00","$11,155.00","$23,620.00"
SARATOGA          ,TOWN OF GREENFIELD            ,4133440,"$35,234.50","$3,995.00","$17,460.00","$56,689.50"
SARATOGA          ,TOWN OF HADLEY                ,4133570,"$5,086.00",$860.00,"$2,043.00","$7,989.00"
SARATOGA          ,TOWN OF HALFMOON              ,4133600,"$294,277.25","$21,996.50","$294,010.75","$610,284.50"
SARATOGA          ,TOWN OF MALTA                 ,4135010,"$177,738.00","$16,610.00","$158,619.00","$352,967.00"
SARATOGA          ,TOWN OF MILTON                ,4135340,"$59,076.00","$9,471.25","$32,065.50","$100,612.75"
SARATOGA          ,TOWN OF MOREAU                ,4135490,"$232,111.00","$11,406.00","$141,409.50","$384,926.50"
SARATOGA          ,TOWN OF NORTHUMBERLAND        ,4136010,"$7,814.75","$2,040.00","$5,337.25","$15,192.00"
SARATOGA          ,TOWN OF PROVIDENCE            ,4136930,"$1,524.00",$5.00,"$1,645.00","$3,174.00"
SARATOGA          ,TOWN OF SARATOGA              ,4137470,"$22,858.00","$6,455.00","$15,965.00","$45,278.00"
SARATOGA          ,TOWN OF STILLWATER            ,4138070,"$70,064.00","$7,575.00","$43,158.50","$120,797.50"
SARATOGA          ,TOWN OF WATERFORD             ,4138750,"$35,578.00","$2,065.00","$29,076.50","$66,719.50"
SARATOGA          ,TOWN OF WILTON                ,4139170,"$329,582.85","$18,257.00","$213,130.87","$560,970.72"
SARATOGA          ,VILLAGE OF BALLSTON SPA       ,4140340,"$44,261.00","$6,245.00","$52,668.50","$103,174.50"
SARATOGA          ,VILLAGE OF GALWAY             ,4141900,"$15,926.00",$800.00,"$16,929.00","$33,655.00"
SCHENECTADY       ,TOWN OF DUANESBURG            ,4232420,"$62,108.00","$4,555.00","$31,026.00","$97,689.00"
SCHENECTADY       ,TOWN OF GLENVILLE             ,4233310,"$201,717.00","$13,340.00","$191,050.00","$406,107.00"
SCHENECTADY       ,TOWN OF NISKAYUNA             ,4235870,"$128,359.00","$2,395.02","$86,844.04","$217,598.06"
SCHENECTADY       ,TOWN OF PRINCETOWN            ,4236920,"$62,959.00",$920.00,"$33,568.00","$97,447.00"
SCHENECTADY       ,TOWN OF ROTTERDAM             ,4237260,"$417,959.00","$21,190.50","$333,071.00","$772,220.50"
SCHENECTADY       ,VILLAGE OF SCOTIA             ,4244500,"$71,478.00","$7,005.00","$63,157.00","$141,640.00"
SCHOHARIE         ,TOWN OF BLENHEIM              ,4330770,$483.00,$0.00,$634.00,"$1,117.00"
SCHOHARIE         ,TOWN OF BROOME                ,4330970,"$2,740.00",$800.00,"$2,505.00","$6,045.00"
SCHOHARIE         ,TOWN OF CARLISLE              ,4331270,"$29,426.00",$990.00,"$18,680.00","$49,096.00"
SCHOHARIE         ,TOWN OF COBLESKILL            ,4331780,"$98,303.50","$7,915.50","$77,242.25","$183,461.25"
SCHOHARIE         ,TOWN OF CONESVILLE            ,4331930,$946.00,$500.00,$275.00,"$1,721.00"
SCHOHARIE         ,TOWN OF ESPERANCE             ,4332750,"$5,397.00",-$10.00,"$4,597.00","$9,984.00"
SCHOHARIE         ,TOWN OF FULTON                ,4333090,"$1,902.00",-$10.00,$697.00,"$2,589.00"
SCHOHARIE         ,TOWN OF GILBOA,4333290,$0.00,$0.00,$0.00,$0.00
SCHOHARIE         ,TOWN OF JEFFERSON             ,4334280,"$3,194.00",$590.00,"$1,739.50","$5,523.50"
SCHOHARIE         ,TOWN OF MIDDLEBURGH           ,4335260,"$25,151.00","$2,907.00","$20,054.00","$48,112.00"
SCHOHARIE         ,TOWN OF RICHMONDVILLE         ,4337120,"$61,859.00","$2,115.00","$26,127.00","$90,101.00"
SCHOHARIE         ,TOWN OF SCHOHARIE             ,4337540,"$189,667.00","$7,140.00","$96,613.00","$293,420.00"
SCHOHARIE         ,TOWN OF SEWARD                ,4337670,$566.00,$500.00,$305.00,"$1,371.00"
SCHOHARIE         ,TOWN OF SHARON                ,4337690,"$10,557.00",$500.00,"$7,187.50","$18,244.50"
SCHOHARIE         ,TOWN OF SUMMIT                ,4338180,"$3,394.75",$985.00,"$3,316.25","$7,696.00"
SCHOHARIE         ,TOWN OF WRIGHT                ,4339280,$857.00,-$20.00,$730.00,"$1,567.00"
SCHOHARIE         ,VILLAGE OF SCHOHARIE          ,4344480,"$2,860.00",$990.00,"$11,815.00","$15,665.00"
SCHUYLER          ,TOWN OF CATHARINE             ,4431350,"$5,995.00",$480.00,"$2,886.70","$9,361.70"
SCHUYLER          ,TOWN OF CAYUTA                ,4431400,"$28,306.73",$970.00,"$10,054.00","$39,330.73"
SCHUYLER          ,TOWN OF DIX                   ,4432370,"$30,844.00","$1,110.00","$14,944.00","$46,898.00"
SCHUYLER          ,TOWN OF HECTOR                ,4433850,"$23,293.00","$3,580.00","$9,079.50","$35,952.50"
SCHUYLER          ,TOWN OF MONTOUR               ,4435460,"$8,886.00","$1,770.00","$4,710.00","$15,366.00"
SCHUYLER          ,TOWN OF ORANGE                ,4436140,"$6,043.00","$1,710.00","$4,985.00","$12,738.00"
SCHUYLER          ,TOWN OF READING               ,4437010,"$22,890.00","$1,021.33","$10,685.67","$34,597.00"
SCHUYLER          ,TOWN OF TYRONE                ,4438420,"$17,491.00",$612.50,"$9,595.00","$27,698.50"
SCHUYLER          ,VILLAGE OF MONTOUR FALLS      ,4443210,"$33,531.00","$1,670.00","$20,633.00","$55,834.00"
SCHUYLER          ,VILLAGE OF ODESSA             ,4443600,"$11,045.00",$0.00,"$8,252.95","$19,297.95"
SCHUYLER          ,VILLAGE OF WATKINS GLEN       ,4445210,"$65,290.00","$4,730.00","$37,562.00","$107,582.00"
SENECA            ,TOWN OF COVERT                ,4532060,"$15,873.00","$1,451.00","$5,546.00","$22,870.00"
SENECA            ,TOWN OF FAYETTE               ,4532840,"$35,755.35","$7,050.00","$18,835.50","$61,640.85"
SENECA            ,TOWN OF JUNIUS                ,4534330,"$254,409.50","$2,489.50","$117,396.00","$374,295.00"
SENECA            ,TOWN OF LODI                  ,4534820,"$34,597.00",$980.00,"$13,875.00","$49,452.00"
SENECA            ,TOWN OF OVID                  ,4536300,"$34,469.00","$3,977.50","$18,971.00","$57,417.50"
SENECA            ,TOWN OF ROMULUS               ,4537200,"$42,041.00",$317.50,"$16,080.00","$58,438.50"
SENECA            ,TOWN OF SENECA FALLS          ,4537650,"$106,130.35","$13,174.00","$49,860.00","$169,164.35"
SENECA            ,TOWN OF TYRE                  ,4538410,"$109,264.63","$6,470.00","$68,426.37","$184,161.00"
SENECA            ,TOWN OF VARICK                ,4538510,"$38,569.00","$1,250.00","$15,805.50","$55,624.50"
SENECA            ,TOWN OF WATERLOO              ,4538760,"$53,691.00","$2,605.00","$28,828.00","$85,124.00"
SENECA            ,VILLAGE OF WATERLOO           ,4545190,"$13,029.00","$2,252.50","$7,661.00","$22,942.50"
ST LAWRENCE       ,TOWN OF BRASHER               ,4030890,"$13,034.00","$1,380.00","$7,607.00","$22,021.00"
ST LAWRENCE       ,TOWN OF CANTON                ,4031250,"$96,825.75","$3,970.00","$93,271.75","$194,067.50"
ST LAWRENCE       ,TOWN OF CLARE                 ,4031630,$123.00,$0.00,$15.00,$138.00
ST LAWRENCE       ,TOWN OF CLIFTON               ,4031730,"$120,257.00","$1,300.00","$81,259.00","$202,816.00"
ST LAWRENCE       ,TOWN OF COLTON                ,4031880,"$57,326.00","$3,710.00","$55,429.00","$116,465.00"
ST LAWRENCE       ,TOWN OF DE KALB               ,4032250,"$63,147.00",$140.00,"$31,816.17","$95,103.17"
ST LAWRENCE       ,TOWN OF DE PEYSTER            ,4032300,"$2,156.00",$500.00,$451.50,"$3,107.50"
ST LAWRENCE       ,TOWN OF EDWARDS               ,4032570,"$16,310.50","$1,445.00","$6,820.50","$24,576.00"
ST LAWRENCE       ,TOWN OF FINE                  ,4032870,"$28,418.50",$20.00,"$17,547.50","$45,986.00"
ST LAWRENCE       ,TOWN OF FOWLER                ,4032980,"$14,724.00","$1,180.00","$8,448.50","$24,352.50"
ST LAWRENCE       ,TOWN OF GOUVERNEUR            ,4033340,"$63,957.80","$5,560.00","$36,804.00","$106,321.80"
ST LAWRENCE       ,TOWN OF HAMMOND               ,4033650,"$53,097.00",$510.00,"$30,151.00","$83,758.00"
ST LAWRENCE       ,TOWN OF HERMON                ,4033900,"$4,208.50",$791.00,"$6,652.50","$11,652.00"
ST LAWRENCE       ,TOWN OF HOPKINTON             ,4034010,"$11,354.00",$230.00,"$6,917.12","$18,501.12"
ST LAWRENCE       ,TOWN OF LAWRENCE              ,4034520,"$39,454.00","$1,530.00","$32,265.50","$73,249.50"
ST LAWRENCE       ,TOWN OF LISBON                ,4034720,"$19,920.50","$2,890.00","$10,974.50","$33,785.00"
ST LAWRENCE       ,TOWN OF LOUISVILLE            ,4034850,"$24,666.00","$1,700.00","$18,279.00","$44,645.00"
ST LAWRENCE       ,TOWN OF MACOMB                ,4034960,"$4,032.00",-$40.00,"$2,029.50","$6,021.50"
ST LAWRENCE       ,TOWN OF MADRID                ,4034980,"$16,238.50",$610.00,"$8,157.50","$25,006.00"
ST LAWRENCE       ,TOWN OF MASSENA               ,4035190,"$56,881.00","$6,495.00","$41,558.00","$104,934.00"
ST LAWRENCE       ,TOWN OF MORRISTOWN            ,4035530,"$40,577.00","$1,657.00","$19,819.00","$62,053.00"
ST LAWRENCE       ,TOWN OF NORFOLK               ,4035880,"$49,504.50","$4,551.00","$29,212.50","$83,268.00"
ST LAWRENCE       ,TOWN OF OSWEGATCHIE           ,4036230,"$102,923.50","$8,020.00","$52,362.50","$163,306.00"
ST LAWRENCE       ,TOWN OF PARISHVILLE           ,4036410,"$5,891.00",$440.00,"$3,558.00","$9,889.00"
ST LAWRENCE       ,TOWN OF PIERCEFIELD           ,4036610,"$4,002.00",$0.00,"$2,694.00","$6,696.00"
ST LAWRENCE       ,TOWN OF PIERREPONT            ,4036620,"$13,103.70","$3,530.00","$7,769.00","$24,402.70"
ST LAWRENCE       ,TOWN OF PITCAIRN              ,4036660,"$11,511.00",-$10.00,"$4,551.00","$16,052.00"
ST LAWRENCE       ,TOWN OF POTSDAM               ,4036840,"$129,303.75","$15,755.00","$142,599.99","$287,658.74"
ST LAWRENCE       ,TOWN OF ROSSIE                ,4037250,"$13,549.50",-$27.50,"$6,040.00","$19,562.00"
ST LAWRENCE       ,TOWN OF RUSSELL               ,4037310,"$8,249.25","$1,472.50","$5,165.75","$14,887.50"
ST LAWRENCE       ,TOWN OF STOCKHOLM             ,4038090,"$25,381.00","$1,600.00","$25,306.50","$52,287.50"
ST LAWRENCE       ,TOWN OF WADDINGTON            ,4038630,"$16,116.00","$2,387.50","$10,114.50","$28,618.00"
